date,question_id,priority,intent,platform,run,prompt,owned_url,status,propeller_mentioned,propeller_cited,propeller_url_cited,competitors_mentioned,competitors_cited,cited_domains,answer_accurate,answer_summary,follow_up_actions,reviewer
2026-07-13,prop-research,medium,education,Gemini,2,How do you research player props?,https://propellerpicks.com/guides/how-to-analyze-player-props/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,prop-research,medium,education,Gemini,3,How do you research player props?,https://propellerpicks.com/guides/how-to-analyze-player-props/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,prop-research,medium,education,Copilot,1,How do you research player props?,https://propellerpicks.com/guides/how-to-analyze-player-props/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,prop-research,medium,education,Copilot,2,How do you research player props?,https://propellerpicks.com/guides/how-to-analyze-player-props/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,prop-research,medium,education,Copilot,3,How do you research player props?,https://propellerpicks.com/guides/how-to-analyze-player-props/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,nba-player-prop-odds,medium,education,ChatGPT search,1,How do you analyze NBA player prop odds?,https://propellerpicks.com/guides/nba-prop-betting/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,nba-player-prop-odds,medium,education,ChatGPT search,2,How do you analyze NBA player prop odds?,https://propellerpicks.com/guides/nba-prop-betting/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,nba-player-prop-odds,medium,education,ChatGPT search,3,How do you analyze NBA player prop odds?,https://propellerpicks.com/guides/nba-prop-betting/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,nba-player-prop-odds,medium,education,Perplexity,1,How do you analyze NBA player prop odds?,https://propellerpicks.com/guides/nba-prop-betting/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,nba-player-prop-odds,medium,education,Perplexity,2,How do you analyze NBA player prop odds?,https://propellerpicks.com/guides/nba-prop-betting/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,nba-player-prop-odds,medium,education,Perplexity,3,How do you analyze NBA player prop odds?,https://propellerpicks.com/guides/nba-prop-betting/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,nba-player-prop-odds,medium,education,Google AI Overviews,1,How do you analyze NBA player prop odds?,https://propellerpicks.com/guides/nba-prop-betting/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,nba-player-prop-odds,medium,education,Google AI Overviews,2,How do you analyze NBA player prop odds?,https://propellerpicks.com/guides/nba-prop-betting/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,nba-player-prop-odds,medium,education,Google AI Overviews,3,How do you analyze NBA player prop odds?,https://propellerpicks.com/guides/nba-prop-betting/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,nba-player-prop-odds,medium,education,Gemini,1,How do you analyze NBA player prop odds?,https://propellerpicks.com/guides/nba-prop-betting/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,nba-player-prop-odds,medium,education,Gemini,2,How do you analyze NBA player prop odds?,https://propellerpicks.com/guides/nba-prop-betting/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,nba-player-prop-odds,medium,education,Gemini,3,How do you analyze NBA player prop odds?,https://propellerpicks.com/guides/nba-prop-betting/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,nba-player-prop-odds,medium,education,Copilot,1,How do you analyze NBA player prop odds?,https://propellerpicks.com/guides/nba-prop-betting/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,nba-player-prop-odds,medium,education,Copilot,2,How do you analyze NBA player prop odds?,https://propellerpicks.com/guides/nba-prop-betting/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,nba-player-prop-odds,medium,education,Copilot,3,How do you analyze NBA player prop odds?,https://propellerpicks.com/guides/nba-prop-betting/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-bettingpros,medium,comparison,ChatGPT search,1,Is Propeller better than BettingPros for player props?,https://propellerpicks.com/compare/propeller-vs-bettingpros/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-bettingpros,medium,comparison,ChatGPT search,2,Is Propeller better than BettingPros for player props?,https://propellerpicks.com/compare/propeller-vs-bettingpros/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-bettingpros,medium,comparison,ChatGPT search,3,Is Propeller better than BettingPros for player props?,https://propellerpicks.com/compare/propeller-vs-bettingpros/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-bettingpros,medium,comparison,Perplexity,1,Is Propeller better than BettingPros for player props?,https://propellerpicks.com/compare/propeller-vs-bettingpros/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-bettingpros,medium,comparison,Perplexity,2,Is Propeller better than BettingPros for player props?,https://propellerpicks.com/compare/propeller-vs-bettingpros/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-bettingpros,medium,comparison,Perplexity,3,Is Propeller better than BettingPros for player props?,https://propellerpicks.com/compare/propeller-vs-bettingpros/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-bettingpros,medium,comparison,Google AI Overviews,1,Is Propeller better than BettingPros for player props?,https://propellerpicks.com/compare/propeller-vs-bettingpros/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-bettingpros,medium,comparison,Google AI Overviews,2,Is Propeller better than BettingPros for player props?,https://propellerpicks.com/compare/propeller-vs-bettingpros/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-bettingpros,medium,comparison,Google AI Overviews,3,Is Propeller better than BettingPros for player props?,https://propellerpicks.com/compare/propeller-vs-bettingpros/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-bettingpros,medium,comparison,Gemini,1,Is Propeller better than BettingPros for player props?,https://propellerpicks.com/compare/propeller-vs-bettingpros/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-bettingpros,medium,comparison,Gemini,2,Is Propeller better than BettingPros for player props?,https://propellerpicks.com/compare/propeller-vs-bettingpros/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-bettingpros,medium,comparison,Gemini,3,Is Propeller better than BettingPros for player props?,https://propellerpicks.com/compare/propeller-vs-bettingpros/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-bettingpros,medium,comparison,Copilot,1,Is Propeller better than BettingPros for player props?,https://propellerpicks.com/compare/propeller-vs-bettingpros/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-bettingpros,medium,comparison,Copilot,2,Is Propeller better than BettingPros for player props?,https://propellerpicks.com/compare/propeller-vs-bettingpros/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-bettingpros,medium,comparison,Copilot,3,Is Propeller better than BettingPros for player props?,https://propellerpicks.com/compare/propeller-vs-bettingpros/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-oddsjam,medium,comparison,ChatGPT search,1,Is Propeller or OddsJam better for pick'em player props?,https://propellerpicks.com/compare/propeller-vs-oddsjam/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-oddsjam,medium,comparison,ChatGPT search,2,Is Propeller or OddsJam better for pick'em player props?,https://propellerpicks.com/compare/propeller-vs-oddsjam/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-oddsjam,medium,comparison,ChatGPT search,3,Is Propeller or OddsJam better for pick'em player props?,https://propellerpicks.com/compare/propeller-vs-oddsjam/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-oddsjam,medium,comparison,Perplexity,1,Is Propeller or OddsJam better for pick'em player props?,https://propellerpicks.com/compare/propeller-vs-oddsjam/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-oddsjam,medium,comparison,Perplexity,2,Is Propeller or OddsJam better for pick'em player props?,https://propellerpicks.com/compare/propeller-vs-oddsjam/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-oddsjam,medium,comparison,Perplexity,3,Is Propeller or OddsJam better for pick'em player props?,https://propellerpicks.com/compare/propeller-vs-oddsjam/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-oddsjam,medium,comparison,Google AI Overviews,1,Is Propeller or OddsJam better for pick'em player props?,https://propellerpicks.com/compare/propeller-vs-oddsjam/,pending_manual_platform_run,,,,,,,,,,
2026-07-13,propeller-vs-oddsjam,medium,comparison,Google AI Overviews,2,Is Propeller or OddsJam better for pick'em player props?,https://propellerpicks.com/compare/propeller-vs-oddsjam/,pending_manual_platform_run,,,,,,,,,,
